Order ID,Order Date,Customer ID,Country,State,Product ID,Product Name,Sales Channel,Quantity,Price,Profit,Revenue,Region 
IN-2023-67195,03/12/2023,LP-51124,United States,Kentucky,OFF-SP-253235,Sports Bras,Pop-ups & Events,4,31.01,47.2,124.04,South
IN-2023-86313,01/06/2023,KE-70017,United States,Louisiana,OFF-SP-381863,Sports Bras,Marketplaces,2,30.09,19.3,60.18,South
IN-2022-22264,21/07/2022,DY-63055,United States,Maine,OFF-SN-787262,Sneakers,Marketplaces,1,79.55,20.19,79.55,Northeast
IN-2024-44090,03/07/2024,DI-84362,United States,Maryland,OFF-YO-277842,Yoga Mats,Pop-ups & Events,3,49.82,35.6,149.46,South
IN-2024-87331,22/05/2024,EC-19550,United States,Massachusetts,OFF-JA-967818,Jackets,Retail Stores,2,103.62,77.73,207.24,Northeast
IN-2024-27614,03/08/2024,MH-86125,United States,Michigan,OFF-BA-132865,Backpacks,Retail Stores,1,71.71,27.1,71.71,Midwest
IN-2024-46000,07/10/2024,ZZ-22312,United States,Minnesota,OFF-LE-297032,Leggings,Marketplaces,1,41.78,14.52,41.78,Midwest
IN-2024-15076,20/01/2024,FY-14340,United States,Mississippi,OFF-BA-179512,Backpacks,Marketplaces,3,72.77,53.28,218.31,South
IN-2024-56336,24/12/2024,QP-94474,United States,Missouri,OFF-LE-917295,Leggings,Online Store,4,39.75,58.23,159,Midwest
IN-2024-24601,16/11/2024,AY-81139,United States,Montana,OFF-JA-997417,Jackets,Retail Stores,5,99.04,175.7,495.2,West
IN-2022-99328,16/08/2022,DT-76647,United States,Nebraska,OFF-SP-364598,Sports Bras,Online Store,3,30.94,29.3,92.82,Midwest
IN-2022-64575,30/11/2022,GX-27749,United States,Nevada,OFF-JA-455200,Jackets,Marketplaces,1,99.33,32.39,99.33,West
IN-2023-65323,22/08/2023,CS-46964,United States,New Hampshire,OFF-JA-160312,Jackets,Pop-ups & Events,5,99.88,123.3,499.4,Northeast
IN-2023-93366,13/12/2023,EL-31590,United States,New Jersey,OFF-SP-256389,Sports Bras,Marketplaces,5,29.94,30.24,149.7,Northeast
IN-2023-98492,15/12/2023,JI-18051,United States,New Mexico,OFF-SO-299637,Socks,Marketplaces,1,10,2.13,10,West
IN-2023-64442,03/09/2023,AI-78597,United States,New York,OFF-SH-258356,Shirts,Marketplaces,3,25.63,17.36,76.89,Northeast
IN-2023-60766,02/06/2023,TQ-97525,United States,North Carolina,OFF-LE-535151,Leggings,Marketplaces,3,41.48,35.99,124.44,South
IN-2022-63394,02/03/2022,AP-48911,United States,North Dakota,OFF-JA-150990,Jackets,Online Store,3,103.08,110.73,309.24,Midwest
IN-2024-93349,23/01/2024,DR-11974,United States,Ohio,OFF-SO-208322,Socks,Online Store,5,9.79,10.21,48.95,Midwest
IN-2024-86617,27/02/2024,SD-81204,United States,Oklahoma,OFF-SN-282820,Sneakers,Pop-ups & Events,3,81.32,65.03,243.96,South
IN-2023-22210,03/06/2023,FY-28667,United States,Oregon,OFF-SN-346112,Sneakers,Marketplaces,3,78.4,57.63,235.2,West
IN-2022-15043,06/02/2022,JI-77386,United States,Pennsylvania,OFF-SH-230880,Shirts,Retail Stores,4,25,28.01,100,Northeast
IN-2023-11845,10/08/2023,YX-85110,United States,Rhode Island,OFF-JA-151795,Jackets,Marketplaces,4,101,120.57,404,Northeast
IN-2024-72820,07/05/2024,RP-45416,United States,South Carolina,OFF-TA-796650,Tank Tops,Marketplaces,3,20.61,14.14,61.83,South
IN-2023-38492,22/10/2023,TP-61166,United States,South Dakota,OFF-SO-930435,Socks,Online Store,1,10.07,2.36,10.07,Midwest
IN-2022-61339,28/12/2022,MU-68887,United States,Tennessee,OFF-YO-572586,Yoga Mats,Pop-ups & Events,1,50.68,16.84,50.68,South
IN-2024-80236,06/08/2024,DT-60531,United States,Texas,OFF-JA-668467,Jackets,Retail Stores,3,101.75,85.6,305.25,South
IN-2023-65753,30/09/2023,PO-85333,United States,Utah,OFF-TA-663115,Tank Tops,Retail Stores,4,20.49,25.92,81.96,West
IN-2022-56407,24/02/2022,DV-50295,United States,Vermont,OFF-SO-474828,Socks,Online Store,5,10.16,18.68,50.8,Northeast
IN-2024-93167,04/01/2024,YH-77457,United States,Virginia,OFF-LE-107492,Leggings,Marketplaces,4,41.36,55.78,165.44,South
IN-2024-70184,28/09/2024,CN-13636,United States,Washington,OFF-BA-200904,Backpacks,Pop-ups & Events,5,70.83,110.25,354.15,West
IN-2024-11712,24/05/2024,EA-93323,United States,West Virginia,OFF-YO-621746,Yoga Mats,Retail Stores,2,49.29,25.23,98.58,South
IN-2023-82888,12/11/2023,VX-15219,United States,Wisconsin,OFF-SH-651617,Shirts,Retail Stores,1,25.21,8.59,25.21,Midwest
IN-2024-47057,14/11/2024,WG-55778,United States,Wyoming,OFF-YO-706740,Yoga Mats,Pop-ups & Events,3,52.12,53.39,156.36,West
IN-2023-64173,18/12/2023,EE-87041,United States,Alabama,OFF-JA-318719,Jackets,Retail Stores,2,99.32,56.84,198.64,South
IN-2024-29715,21/09/2024,AB-32156,United States,District of Columbia,OFF-YO-118455,Yoga Mats,Pop-ups & Events,3,48.88,51.12,146.64,West
IN-2024-55889,10/08/2024,OE-67550,United States,Arizona,OFF-TA-297913,Tank Tops,Marketplaces,5,20.63,27.35,103.15,West
IN-2023-34134,05/05/2023,QY-30800,United States,Arkansas,OFF-LE-824822,Leggings,Marketplaces,2,41.79,18,83.58,South
IN-2024-59238,28/02/2024,DD-77472,United States,California,OFF-TA-389096,Tank Tops,Retail Stores,2,19.56,8.45,39.12,West
IN-2023-90758,27/10/2023,IF-13611,United States,Colorado,OFF-BA-166178,Backpacks,Marketplaces,4,71.96,62.93,287.84,West
IN-2023-22779,20/10/2023,IX-65434,United States,Connecticut,OFF-SP-914928,Sports Bras,Pop-ups & Events,5,29.23,43.64,146.15,Northeast
IN-2024-71892,08/06/2024,OI-38132,United States,Delaware,OFF-SO-164076,Socks,Retail Stores,5,10.35,14.81,51.75,South
IN-2023-90700,08/05/2023,WW-23277,United States,Florida,OFF-SH-199296,Shirts,Pop-ups & Events,1,24.85,8.9,24.85,South
IN-2024-42359,18/02/2024,CM-97756,United States,Georgia,OFF-SH-687006,Shirts,Pop-ups & Events,4,26.09,25.16,104.36,South
IN-2022-65297,22/01/2022,TJ-25851,United States,Hawaii,OFF-YO-243613,Yoga Mats,Pop-ups & Events,2,48.63,21.36,97.26,West
IN-2022-24126,22/05/2022,DY-84730,United States,Idaho,OFF-LE-209590,Leggings,Marketplaces,2,39.77,23.43,79.54,West
IN-2022-83019,15/03/2022,EU-98966,United States,Illinois,OFF-SP-921448,Sports Bras,Marketplaces,2,29.7,17.4,59.4,Midwest
IN-2024-23499,13/09/2024,US-73742,United States,Indiana,OFF-SP-685848,Sports Bras,Marketplaces,3,30.9,30.79,92.7,Midwest
IN-2023-20399,21/03/2023,TV-83995,United States,Iowa,OFF-SO-139800,Socks,Retail Stores,5,9.89,17.92,49.45,Midwest
IN-2022-55576,22/04/2022,KY-69699,United States,Kansas,OFF-LE-363455,Leggings,Online Store,1,38.85,9.56,38.85,Midwest
IN-2023-98262,01/01/2023,LJ-60777,United States,Kentucky,OFF-LE-357590,Leggings,Pop-ups & Events,5,40.17,61.7,200.85,South
IN-2022-32580,23/06/2022,GS-99867,United States,Louisiana,OFF-BA-815826,Backpacks,Marketplaces,3,69.53,76.72,208.59,South
IN-2023-19907,12/04/2023,XM-21081,United States,Maine,OFF-SP-316044,Sports Bras,Pop-ups & Events,3,29.52,31.07,88.56,Northeast
IN-2023-41583,14/08/2023,SN-68071,United States,Maryland,OFF-LE-870084,Leggings,Marketplaces,5,39.57,72.77,197.85,South
IN-2023-70018,06/06/2023,KG-26996,United States,Massachusetts,OFF-JA-762579,Jackets,Retail Stores,3,100.49,65.88,301.47,Northeast
IN-2024-90773,22/08/2024,NH-48107,United States,Michigan,OFF-SP-245094,Sports Bras,Pop-ups & Events,5,29.88,47.87,149.4,Midwest
IN-2024-40021,15/04/2024,AG-16639,United States,Minnesota,OFF-TA-678612,Tank Tops,Retail Stores,3,19.71,12.52,59.13,Midwest
IN-2023-82548,07/08/2023,KG-21484,United States,Mississippi,OFF-YO-220473,Yoga Mats,Online Store,4,48.83,45.75,195.32,South
IN-2022-23060,08/12/2022,VN-28845,United States,Missouri,OFF-SH-222938,Shirts,Marketplaces,1,24.84,8.75,24.84,Midwest
IN-2024-55423,29/11/2024,WW-70999,United States,Montana,OFF-SN-586236,Sneakers,Marketplaces,4,80.66,78.47,322.64,West
IN-2023-51839,14/10/2023,HZ-45032,United States,Nebraska,OFF-SN-414093,Sneakers,Online Store,5,78.25,120.87,391.25,Midwest
IN-2023-79356,09/07/2023,VY-47344,United States,Nevada,OFF-SN-284999,Sneakers,Retail Stores,2,81.63,57.05,163.26,West
IN-2023-19078,06/03/2023,HX-64415,United States,New Hampshire,OFF-BA-970853,Backpacks,Pop-ups & Events,5,70.25,100.92,351.25,Northeast
IN-2024-80503,17/04/2024,BR-97330,United States,New Jersey,OFF-SN-962157,Sneakers,Pop-ups & Events,5,80.78,161.18,403.9,Northeast
IN-2022-29954,31/08/2022,BL-15622,United States,New Mexico,OFF-SP-473371,Sports Bras,Marketplaces,1,30.68,11.21,30.68,West
IN-2022-90994,13/06/2022,ZC-86117,United States,New York,OFF-SP-921257,Sports Bras,Online Store,3,29.44,33.44,88.32,Northeast
IN-2024-16745,07/01/2024,PC-63153,United States,North Carolina,OFF-JA-466493,Jackets,Retail Stores,4,99.4,136.06,397.6,South
IN-2022-86875,15/09/2022,NO-89195,United States,North Dakota,OFF-SN-406746,Sneakers,Pop-ups & Events,2,79.98,55.15,159.96,Midwest
IN-2022-87759,16/12/2022,TY-23381,United States,Ohio,OFF-LE-824888,Leggings,Pop-ups & Events,3,41.09,38.54,123.27,Midwest
IN-2023-57614,10/02/2023,TQ-60627,United States,Oklahoma,OFF-SO-718741,Socks,Online Store,1,10.4,3.37,10.4,South
IN-2024-62858,17/11/2024,NN-13697,United States,Oregon,OFF-SP-416059,Sports Bras,Pop-ups & Events,5,30.77,45.41,153.85,West
IN-2023-95869,30/06/2023,NN-80149,United States,Pennsylvania,OFF-SP-782776,Sports Bras,Online Store,2,30.2,17.17,60.4,Northeast
IN-2022-86638,07/04/2022,MB-79465,United States,Rhode Island,OFF-LE-894088,Leggings,Online Store,3,39.37,38.72,118.11,Northeast
IN-2022-10050,08/08/2022,DV-16216,United States,South Carolina,OFF-BA-535855,Backpacks,Pop-ups & Events,4,71.86,101.7,287.44,South
IN-2023-99589,22/01/2023,VQ-43356,United States,South Dakota,OFF-SH-649594,Shirts,Marketplaces,3,25.26,20,75.78,Midwest
IN-2024-35428,24/04/2024,MT-11371,United States,Tennessee,OFF-SP-531630,Sports Bras,Pop-ups & Events,2,29.96,15.18,59.92,South
IN-2023-15826,27/11/2023,RO-74685,United States,Texas,OFF-JA-317528,Jackets,Pop-ups & Events,4,101.29,107.68,405.16,South
IN-2022-77976,20/09/2022,RY-57239,United States,Utah,OFF-SH-357068,Shirts,Online Store,4,26.15,32.17,104.6,West
IN-2023-32813,18/06/2023,BE-25942,United States,Vermont,OFF-SN-400918,Sneakers,Marketplaces,1,79.01,24.8,79.01,Northeast
IN-2023-60185,30/09/2023,NR-79701,United States,Virginia,OFF-YO-569425,Yoga Mats,Online Store,4,49.37,73.58,197.48,South
IN-2024-86918,09/08/2024,OD-78863,United States,Washington,OFF-JA-742169,Jackets,Retail Stores,3,97.91,112.72,293.73,West
IN-2024-98950,19/05/2024,ZV-77606,United States,West Virginia,OFF-SP-278225,Sports Bras,Online Store,4,29.49,40.01,117.96,South
IN-2024-12422,06/01/2024,ZN-49855,United States,Wisconsin,OFF-BA-884602,Backpacks,Online Store,5,70.44,82.93,352.2,Midwest
IN-2022-69594,12/12/2022,MD-30199,United States,Wyoming,OFF-BA-915366,Backpacks,Retail Stores,2,73.1,36.88,146.2,West
IN-2022-93278,29/12/2022,OS-92490,United States,Alabama,OFF-BA-948858,Backpacks,Retail Stores,2,70.27,39.19,140.54,South
IN-2022-93846,11/04/2022,OM-36599,United States,District of Columbia,OFF-TA-886075,Tank Tops,Retail Stores,2,19.86,10.28,39.72,West
IN-2024-44505,05/02/2024,VU-53007,United States,Arizona,OFF-SH-138095,Shirts,Marketplaces,3,24.89,27.16,74.67,West
IN-2022-72615,23/12/2022,KF-84016,United States,Arkansas,OFF-SP-491891,Sports Bras,Retail Stores,1,29.93,7.88,29.93,South
IN-2024-75318,13/01/2024,BY-19464,United States,California,OFF-SH-564788,Shirts,Retail Stores,5,25.21,40.11,126.05,West
IN-2023-68487,03/08/2023,BG-55961,United States,Colorado,OFF-TA-653437,Tank Tops,Pop-ups & Events,5,20.54,36.41,102.7,West
IN-2024-38465,06/12/2024,ON-98641,United States,Connecticut,OFF-BA-901426,Backpacks,Online Store,1,71.96,26.69,71.96,Northeast
IN-2024-33835,10/11/2024,NP-29309,United States,Delaware,OFF-SN-644595,Sneakers,Pop-ups & Events,2,77.7,36.49,155.4,South
IN-2022-97621,19/12/2022,NS-39731,United States,Florida,OFF-TA-446280,Tank Tops,Retail Stores,1,20.06,5.6,20.06,South
IN-2022-49976,03/01/2022,EB-21727,United States,Georgia,OFF-SN-628279,Sneakers,Retail Stores,2,81.86,51.67,163.72,South
IN-2024-12551,09/01/2024,KG-14971,United States,Hawaii,OFF-SH-427643,Shirts,Retail Stores,5,24.97,42.01,124.85,West
IN-2024-76088,15/09/2024,XA-66361,United States,Idaho,OFF-SH-139316,Shirts,Pop-ups & Events,2,26.02,17.59,52.04,West
IN-2023-19517,21/03/2023,ER-21171,United States,Illinois,OFF-TA-568445,Tank Tops,Online Store,1,20.43,4.44,20.43,Midwest
IN-2024-31859,15/11/2024,DY-70431,United States,Indiana,OFF-JA-395653,Jackets,Online Store,4,104.69,111.6,418.76,Midwest
IN-2023-18928,31/03/2023,NZ-56743,United States,Iowa,OFF-JA-193589,Jackets,Retail Stores,2,102.73,79.99,205.46,Midwest
IN-2022-41698,11/06/2022,VV-74432,United States,Kansas,OFF-YO-925326,Yoga Mats,Marketplaces,4,49.62,69.28,198.48,Midwest
IN-2024-60548,09/09/2024,LI-45670,United States,Kentucky,OFF-BA-428467,Backpacks,Online Store,1,73.36,17.28,73.36,South
IN-2023-96799,13/02/2023,BW-32012,United States,Louisiana,OFF-JA-352088,Jackets,Pop-ups & Events,4,101.68,123.23,406.72,South
IN-2023-22276,20/04/2023,ZC-27642,United States,Maine,OFF-BA-710675,Backpacks,Marketplaces,5,71.24,131.32,356.2,Northeast
IN-2024-66139,24/03/2024,QR-73634,United States,Maryland,OFF-SN-443183,Sneakers,Retail Stores,1,80.94,32.13,80.94,South
IN-2023-31189,16/04/2023,UI-62788,United States,Massachusetts,OFF-SN-597420,Sneakers,Retail Stores,3,82.05,96.29,246.15,Northeast
IN-2024-58998,19/10/2024,OC-37971,United States,Michigan,OFF-SN-407007,Sneakers,Online Store,3,82.42,74.15,247.26,Midwest
IN-2024-79197,22/01/2024,VX-20142,United States,Minnesota,OFF-SH-685799,Shirts,Marketplaces,3,24.52,23.62,73.56,Midwest
IN-2022-52726,14/02/2022,CE-53652,United States,Mississippi,OFF-SP-761054,Sports Bras,Pop-ups & Events,2,29.45,13.65,58.9,South
IN-2022-33503,03/09/2022,IQ-40153,United States,Missouri,OFF-SN-481884,Sneakers,Retail Stores,5,79.96,80.12,399.8,Midwest
IN-2023-59140,26/05/2023,XS-38456,United States,Montana,OFF-LE-430444,Leggings,Marketplaces,3,39.36,39.34,118.08,West
IN-2022-24496,17/09/2022,XQ-93498,United States,Nebraska,OFF-SN-124291,Sneakers,Marketplaces,2,80.82,47.87,161.64,Midwest
IN-2024-85447,16/04/2024,XU-26031,United States,Nevada,OFF-BA-856130,Backpacks,Marketplaces,2,70.48,37.61,140.96,West
IN-2024-93790,07/04/2024,CX-18723,United States,New Hampshire,OFF-SH-285592,Shirts,Retail Stores,3,25.38,19.01,76.14,Northeast
IN-2023-80516,03/01/2023,SB-12306,United States,New Jersey,OFF-BA-835153,Backpacks,Pop-ups & Events,3,71.23,64.54,213.69,Northeast
IN-2023-40754,17/08/2023,QL-77836,United States,New Mexico,OFF-SN-623234,Sneakers,Pop-ups & Events,2,82.93,59.95,165.86,West
IN-2023-33458,25/05/2023,ET-78008,United States,New York,OFF-SO-732341,Socks,Online Store,4,9.91,13.49,39.64,Northeast
IN-2022-68163,20/09/2022,NT-96214,United States,North Carolina,OFF-SO-557058,Socks,Marketplaces,3,10.13,6.97,30.39,South
IN-2022-53206,11/09/2022,KJ-18087,United States,North Dakota,OFF-SN-616749,Sneakers,Pop-ups & Events,3,78.85,53.11,236.55,Midwest
IN-2024-69754,04/03/2024,KD-27144,United States,Ohio,OFF-TA-716512,Tank Tops,Marketplaces,4,20.68,23.26,82.72,Midwest
IN-2024-48865,19/11/2024,OD-97801,United States,Oklahoma,OFF-SP-218598,Sports Bras,Pop-ups & Events,5,30.99,50.99,154.95,South
IN-2023-48659,10/06/2023,RJ-38468,United States,Oregon,OFF-SH-744198,Shirts,Marketplaces,4,24.96,29.77,99.84,West
IN-2022-41302,26/03/2022,UT-13255,United States,Pennsylvania,OFF-SH-743941,Shirts,Online Store,3,25.19,22.4,75.57,Northeast
IN-2024-27105,20/05/2024,IQ-31411,United States,Rhode Island,OFF-TA-642379,Tank Tops,Marketplaces,3,19.8,12.33,59.4,Northeast
IN-2023-21145,18/02/2023,RU-78996,United States,South Carolina,OFF-BA-873218,Backpacks,Pop-ups & Events,2,69.06,48.06,138.12,South
IN-2023-43474,07/11/2023,BB-96465,United States,South Dakota,OFF-LE-438671,Leggings,Pop-ups & Events,5,40.12,47.15,200.6,Midwest
IN-2023-77911,21/03/2023,NR-71751,United States,Tennessee,OFF-LE-486097,Leggings,Retail Stores,3,40.13,40.03,120.39,South
IN-2022-13744,09/02/2022,GJ-25135,United States,Texas,OFF-LE-185091,Leggings,Pop-ups & Events,2,40.49,24.05,80.98,South
IN-2023-26650,07/03/2023,CE-94511,United States,Utah,OFF-YO-883503,Yoga Mats,Marketplaces,4,51.25,43.51,205,West
IN-2022-63028,10/12/2022,IM-78048,United States,Vermont,OFF-LE-862325,Leggings,Marketplaces,2,39.67,16.86,79.34,Northeast
IN-2022-26574,14/03/2022,MV-15725,United States,Virginia,OFF-SH-316621,Shirts,Pop-ups & Events,3,25.1,29.19,75.3,South
IN-2023-75428,04/09/2023,AS-80868,United States,Washington,OFF-JA-991705,Jackets,Retail Stores,4,100.72,132.66,402.88,West
IN-2022-31694,06/01/2022,EB-63097,United States,West Virginia,OFF-SO-485095,Socks,Retail Stores,2,9.91,6.2,19.82,South
IN-2024-48886,09/07/2024,WT-60182,United States,Wisconsin,OFF-BA-941376,Backpacks,Marketplaces,4,68.69,58.99,274.76,Midwest
IN-2023-81393,27/04/2023,LX-46132,United States,Wyoming,OFF-YO-509694,Yoga Mats,Retail Stores,4,49.4,76.24,197.6,West
IN-2023-21831,12/04/2023,SP-85853,United States,Alabama,OFF-YO-728395,Yoga Mats,Marketplaces,5,48.57,60.54,242.85,South
IN-2023-69771,12/09/2023,AZ-83599,United States,District of Columbia,OFF-SN-154892,Sneakers,Retail Stores,3,80.9,54.74,242.7,West
IN-2024-14539,02/04/2024,WB-13679,United States,Arizona,OFF-LE-407783,Leggings,Retail Stores,3,39.9,31.24,119.7,West
IN-2023-92543,11/02/2023,TL-88071,United States,Arkansas,OFF-SH-328015,Shirts,Online Store,4,25.82,34.42,103.28,South
IN-2024-72047,26/10/2024,TT-94750,United States,California,OFF-SN-561779,Sneakers,Retail Stores,4,78.96,85.31,315.84,West
IN-2022-68841,18/10/2022,SD-59787,United States,Colorado,OFF-LE-284011,Leggings,Marketplaces,4,39.88,40.9,159.52,West
IN-2024-87019,01/01/2024,TE-74514,United States,Connecticut,OFF-SO-476149,Socks,Online Store,1,10.11,2.45,10.11,Northeast
IN-2022-61121,21/09/2022,DN-65777,United States,Delaware,OFF-LE-995230,Leggings,Marketplaces,1,39.25,14.89,39.25,South
IN-2022-13555,14/04/2022,VN-90688,United States,Florida,OFF-SH-903255,Shirts,Retail Stores,1,24.54,9.68,24.54,South
IN-2023-24403,08/10/2023,UV-33602,United States,Georgia,OFF-BA-652866,Backpacks,Online Store,1,72.06,21.91,72.06,South
IN-2024-74428,21/12/2024,JA-44449,United States,Hawaii,OFF-SH-981256,Shirts,Retail Stores,3,25.64,16.88,76.92,West
IN-2022-43083,02/08/2022,RN-74101,United States,Idaho,OFF-SN-503038,Sneakers,Online Store,4,78.09,94.58,312.36,West
IN-2022-27504,23/09/2022,ZK-55805,United States,Illinois,OFF-SH-617982,Shirts,Retail Stores,4,25.89,26.86,103.56,Midwest
IN-2024-87600,10/06/2024,FA-34645,United States,Indiana,OFF-TA-992812,Tank Tops,Retail Stores,4,19.78,20.95,79.12,Midwest
IN-2024-98334,25/07/2024,VI-36862,United States,Iowa,OFF-YO-790668,Yoga Mats,Pop-ups & Events,1,51.02,16.35,51.02,Midwest
IN-2023-39249,27/04/2023,KB-57697,United States,Kansas,OFF-SH-375427,Shirts,Retail Stores,3,24.45,22.69,73.35,Midwest
IN-2022-11634,26/07/2022,VO-85641,United States,Kentucky,OFF-SH-456623,Shirts,Online Store,2,24.58,9.9,49.16,South
IN-2022-39287,29/06/2022,YD-12384,United States,Louisiana,OFF-LE-192558,Leggings,Online Store,1,40.62,10.61,40.62,South
IN-2022-54712,29/08/2022,RF-94069,United States,Maine,OFF-SO-577028,Socks,Retail Stores,1,9.76,3.19,9.76,Northeast
IN-2024-67577,29/05/2024,HL-55413,United States,Maryland,OFF-JA-834760,Jackets,Online Store,5,101.83,128.17,509.15,South
IN-2024-97652,21/04/2024,DA-23679,United States,Massachusetts,OFF-JA-191316,Jackets,Retail Stores,4,102.01,95.05,408.04,Northeast
IN-2022-99561,22/08/2022,TA-35584,United States,Michigan,OFF-SP-794635,Sports Bras,Retail Stores,4,30.51,27.16,122.04,Midwest
IN-2024-21352,17/09/2024,NS-42200,United States,Minnesota,OFF-JA-614393,Jackets,Marketplaces,2,100.33,66.35,200.66,Midwest
IN-2022-64668,21/05/2022,WZ-89780,United States,Mississippi,OFF-SO-340658,Socks,Online Store,3,10.23,10.31,30.69,South
IN-2022-76984,29/04/2022,WO-84256,United States,Missouri,OFF-TA-326964,Tank Tops,Online Store,1,19.89,6.88,19.89,Midwest
IN-2022-86370,20/03/2022,SR-31352,United States,Montana,OFF-YO-680240,Yoga Mats,Marketplaces,3,50.35,49.64,151.05,West
IN-2023-40668,26/02/2023,IK-37115,United States,Nebraska,OFF-LE-729902,Leggings,Pop-ups & Events,5,40.82,57.87,204.1,Midwest
IN-2023-46188,06/09/2023,IJ-70015,United States,Nevada,OFF-YO-634593,Yoga Mats,Online Store,1,51.76,13.6,51.76,West
IN-2022-83184,17/01/2022,FJ-43915,United States,New Hampshire,OFF-SN-363484,Sneakers,Online Store,4,82.19,130.06,328.76,Northeast
IN-2022-50409,11/05/2022,PH-82768,United States,New Jersey,OFF-SN-240127,Sneakers,Marketplaces,4,82.9,109.28,331.6,Northeast
IN-2023-12349,29/01/2023,UZ-55464,United States,New Mexico,OFF-BA-766631,Backpacks,Pop-ups & Events,1,69.21,15.76,69.21,West
IN-2022-68799,25/03/2022,GB-47478,United States,New York,OFF-YO-754993,Yoga Mats,Pop-ups & Events,3,50.32,42.91,150.96,Northeast
IN-2024-62282,05/09/2024,RJ-57249,United States,North Carolina,OFF-TA-365503,Tank Tops,Online Store,5,19.75,34.24,98.75,South
IN-2024-28196,01/06/2024,JH-76037,United States,North Dakota,OFF-TA-997512,Tank Tops,Online Store,3,20.32,20.77,60.96,Midwest
IN-2023-39553,21/10/2023,HP-20700,United States,Ohio,OFF-SN-612263,Sneakers,Marketplaces,2,79.93,60.08,159.86,Midwest
IN-2024-45968,04/09/2024,PI-26593,United States,Oklahoma,OFF-SO-164609,Socks,Retail Stores,1,10.37,3.57,10.37,South
IN-2022-77795,12/11/2022,AN-58026,United States,Oregon,OFF-YO-488112,Yoga Mats,Pop-ups & Events,1,51.24,18.04,51.24,West
IN-2022-80659,21/03/2022,JF-53754,United States,Pennsylvania,OFF-LE-548087,Leggings,Marketplaces,3,39.78,25.64,119.34,Northeast
IN-2023-26506,04/02/2023,QD-10832,United States,Rhode Island,OFF-SH-121078,Shirts,Online Store,2,24.74,18.11,49.48,Northeast
IN-2022-22259,02/05/2022,TJ-57569,United States,South Carolina,OFF-YO-327971,Yoga Mats,Pop-ups & Events,5,48.58,89.17,242.9,South
IN-2022-72428,15/05/2022,XV-32302,United States,South Dakota,OFF-SN-252206,Sneakers,Retail Stores,1,81.26,20.41,81.26,Midwest
IN-2023-86405,08/09/2023,SZ-26317,United States,Tennessee,OFF-YO-267876,Yoga Mats,Retail Stores,1,50.24,14.79,50.24,South
IN-2023-21336,07/09/2023,OC-22368,United States,Texas,OFF-TA-394546,Tank Tops,Online Store,2,20.45,14.97,40.9,South
IN-2023-64868,20/11/2023,TM-95589,United States,Utah,OFF-YO-432851,Yoga Mats,Online Store,3,50.55,53.84,151.65,West
IN-2022-85172,06/12/2022,WK-36821,United States,Vermont,OFF-YO-162938,Yoga Mats,Pop-ups & Events,1,49.61,10.34,49.61,Northeast
IN-2022-84036,25/09/2022,VX-30680,United States,Virginia,OFF-JA-560473,Jackets,Marketplaces,4,100.14,137.07,400.56,South
IN-2023-75150,21/02/2023,FL-26845,United States,Washington,OFF-BA-923756,Backpacks,Retail Stores,2,72.12,29.54,144.24,West
IN-2024-13454,16/04/2024,SG-40193,United States,West Virginia,OFF-SN-722458,Sneakers,Retail Stores,2,81.08,50.38,162.16,South
IN-2023-42896,01/10/2023,ML-19871,United States,Wisconsin,OFF-JA-244512,Jackets,Pop-ups & Events,4,100.21,114.25,400.84,Midwest
IN-2022-58240,30/10/2022,FL-18916,United States,Wyoming,OFF-SO-290167,Socks,Marketplaces,5,9.75,15.6,48.75,West
IN-2022-12260,22/07/2022,CP-12211,United States,Alabama,OFF-SN-756033,Sneakers,Online Store,3,77.75,64.93,233.25,South
IN-2024-22007,01/07/2024,FH-76294,United States,District of Columbia,OFF-YO-571190,Yoga Mats,Retail Stores,3,49.41,32.71,148.23,West
IN-2023-49419,07/03/2023,BL-37662,United States,Arizona,OFF-BA-506887,Backpacks,Retail Stores,5,73.12,143.09,365.6,West
IN-2024-66752,05/09/2024,CJ-91200,United States,Arkansas,OFF-SO-731857,Socks,Online Store,4,9.94,11.29,39.76,South
IN-2024-42591,14/01/2024,AK-18983,United States,California,OFF-JA-657783,Jackets,Marketplaces,4,101.53,159.06,406.12,West
IN-2022-27629,09/03/2022,DS-73515,United States,Colorado,OFF-TA-634399,Tank Tops,Pop-ups & Events,4,20.66,16.71,82.64,West
IN-2024-82879,28/06/2024,YB-52426,United States,Connecticut,OFF-LE-958100,Leggings,Retail Stores,2,41.18,21.16,82.36,Northeast
IN-2024-90898,26/05/2024,QF-95475,United States,Delaware,OFF-YO-949265,Yoga Mats,Online Store,3,49.82,47.62,149.46,South
IN-2022-33986,17/10/2022,NL-11226,United States,Florida,OFF-SN-353418,Sneakers,Pop-ups & Events,4,82.07,121.96,328.28,South
IN-2024-28557,19/04/2024,JI-92523,United States,Georgia,OFF-BA-311168,Backpacks,Marketplaces,2,68.79,29.38,137.58,South
IN-2024-93365,13/08/2024,XE-77741,United States,Hawaii,OFF-SN-732809,Sneakers,Marketplaces,1,78.24,21.26,78.24,West
IN-2024-56209,29/02/2024,SP-37779,United States,Idaho,OFF-SP-713817,Sports Bras,Marketplaces,3,31.34,26.85,94.02,West
